,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,date,Date,Event
745,6,0,3,47,4,0,0,1,69.25,55.125,62.5,6.541666667,184.875,29.81125,5.25,2016,1,17,1/17/2016,2016-01-17,0
746,3,2,4,63,3,2,9,2,69.5,50.91666667,54.41666667,6.958333333,90.20833333,29.83375,5.041666667,2016,1,18,1/18/2016,2016-01-18,0
747,6,5,6,49,7,0,0,3,67.20833333,50.29166667,57.58333333,5.125,79.04166667,29.89458333,4.791666667,2016,1,19,1/19/2016,2016-01-19,0
748,1,1,3,12,28,3,3,1,63.57142857,44.76190476,56.0952381,4.571428571,107.3809524,30.01714286,4.666666667,2016,1,20,1/20/2016,2016-01-20,0
749,5,1,1,68,8,4,6,5,66.5,50.125,59.33333333,5.083333333,119.2083333,30.0025,6.75,2016,1,21,1/21/2016,2016-01-21,0
750,1,7,7,39,11,0,10,0,65.25,49.75,54.83333333,5.333333333,161.4166667,29.96375,5.375,2016,1,22,1/22/2016,2016-01-22,0
751,6,6,7,37,4,0,6,2,67.56521739,49.91304348,55.86956522,5.217391304,99.0,29.99956522,3.0,2016,1,23,1/23/2016,2016-01-23,0
752,4,6,11,48,3,0,12,3,66.04166667,48.95833333,55.41666667,5.708333333,101.4583333,29.99,7.541666667,2016,1,24,1/24/2016,2016-01-24,0
753,10,4,4,46,12,2,10,2,66.08333333,54.08333333,66.45833333,3.25,95.83333333,29.91708333,7.375,2016,1,25,1/25/2016,2016-01-25,0
754,4,4,8,30,9,0,15,0,69.875,58.33333333,67.29166667,5.375,202.7916667,29.85583333,5.541666667,2016,1,26,1/26/2016,2016-01-26,0
755,4,4,3,29,18,5,5,2,69.16666667,51.625,55.25,6.166666667,77.95833333,29.89708333,8.458333333,2016,1,27,1/27/2016,2016-01-27,0
756,4,6,4,29,2,0,4,3,69.6,51.15,52.8,4.95,88.0,29.9235,7.65,2016,1,28,1/28/2016,2016-01-28,0
757,4,8,8,62,3,1,17,2,75.5,62.61111111,65.55555556,8.833333333,230.2777778,29.93,4.944444444,2016,1,29,1/29/2016,2016-01-29,0
758,9,4,5,46,3,2,5,2,74.16666667,59.95833333,63.875,8.083333333,230.9166667,29.9275,3.541666667,2016,1,30,1/30/2016,2016-01-30,0
759,4,4,4,79,3,0,6,2,72.45833333,55.58333333,58.95833333,5.25,121.125,29.93375,6.25,2016,1,31,1/31/2016,2016-01-31,0
760,6,4,6,18,6,0,6,1,70.18181818,44.36363636,42.72727273,5.818181818,117.8181818,29.97318182,4.181818182,2016,2,1,2/1/2016,2016-02-01,0
761,14,4,1,39,6,0,0,1,68.875,44.66666667,46.41666667,5.166666667,154.0416667,29.98375,2.583333333,2016,2,2,2/2/2016,2016-02-02,0
762,8,6,11,39,11,5,0,0,68.69565217,42.56521739,43.39130435,5.695652174,103.0,29.99565217,2.304347826,2016,2,3,2/3/2016,2016-02-03,0
763,8,4,4,28,5,0,4,4,70.04761905,46.57142857,46.23809524,6.523809524,178.0952381,29.95190476,2.333333333,2016,2,4,2/4/2016,2016-02-04,0
764,3,2,2,42,7,0,3,1,71.3,53.3,54.35,4.1,195.9,29.8755,2.85,2016,2,5,2/5/2016,2016-02-05,1
765,5,10,3,56,1,0,11,2,69.875,41.29166667,42.625,6.5,136.2083333,29.8175,3.916666667,2016,2,6,2/6/2016,2016-02-06,0
766,3,5,4,88,2,0,13,1,70.08695652,33.7826087,31.56521739,4.826086957,189.0,29.91869565,2.304347826,2016,2,7,2/7/2016,2016-02-07,0
767,6,7,6,28,5,0,23,1,69.20833333,27.91666667,23.83333333,5.25,214.9166667,29.94125,1.875,2016,2,8,2/8/2016,2016-02-08,0
768,7,3,4,47,16,2,1,2,68.91304348,38.47826087,35.86956522,6.782608696,221.3913043,29.89173913,1.608695652,2016,2,9,2/9/2016,2016-02-09,0
769,4,4,7,34,29,0,4,2,74.125,52.875,50.25,9.625,261.7916667,29.82083333,1.333333333,2016,2,10,2/10/2016,2016-02-10,0
770,0,0,0,0,0,0,0,0,63.0,39.0,42.0,7.0,248.0,29.81,8.0,2016,2,11,2/11/2016,2016-02-11,0
771,5,6,8,59,4,0,20,1,69.04166667,36.25,35.0,6.958333333,173.625,29.81541667,4.833333333,2016,2,12,2/12/2016,2016-02-12,0
772,2,3,4,41,2,0,10,2,68.95652174,35.52173913,29.69565217,7.739130435,88.30434783,29.9226087,4.956521739,2016,2,13,2/13/2016,2016-02-13,0
773,5,7,3,43,5,0,7,4,67.91666667,33.70833333,29.83333333,6.208333333,99.58333333,29.96875,3.333333333,2016,2,14,2/14/2016,2016-02-14,0
774,4,5,5,52,6,0,0,0,69.82608696,31.86956522,26.65217391,5.956521739,94.2173913,29.99565217,2.826086957,2016,2,15,2/15/2016,2016-02-15,0
775,7,2,3,29,3,2,9,3,69.79166667,27.83333333,22.5,13.875,55.625,30.0025,7.791666667,2016,2,16,2/16/2016,2016-02-16,0
776,3,4,4,26,12,1,1,0,73.43478261,27.34782609,19.04347826,20.2173913,11.0,29.96043478,6.913043478,2016,2,17,2/17/2016,2016-02-17,0
777,2,1,4,43,3,0,9,1,74.91666667,26.25,16.66666667,17.91666667,37.70833333,29.89208333,7.916666667,2016,2,18,2/18/2016,2016-02-18,0
778,4,1,4,28,18,2,26,1,74.625,34.25,24.41666667,8.125,164.2916667,29.90875,2.333333333,2016,2,19,2/19/2016,2016-02-19,0
779,10,3,4,36,5,0,8,3,73.08333333,44.95833333,41.54166667,4.458333333,75.125,29.9675,2.166666667,2016,2,20,2/20/2016,2016-02-20,0
780,6,3,0,56,5,2,7,4,74.36363636,32.0,26.18181818,7.363636364,259.0909091,29.94590909,2.909090909,2016,2,21,2/21/2016,2016-02-21,0
781,3,5,3,51,10,0,12,4,72.58333333,43.83333333,39.83333333,6.208333333,162.3333333,29.94375,1.875,2016,2,22,2/22/2016,2016-02-22,0
782,3,1,2,41,11,0,15,3,73.34782609,52.43478261,51.82608696,7.173913043,246.7826087,29.89391304,3.086956522,2016,2,23,2/23/2016,2016-02-23,0
783,7,2,2,35,6,2,5,1,73.91666667,56.875,61.20833333,5.5,194.25,29.82,5.583333333,2016,2,24,2/24/2016,2016-02-24,0
784,6,2,4,30,21,1,4,3,75.05,61.25,65.15,4.6,172.25,29.847,7.05,2016,2,25,2/25/2016,2016-02-25,0
785,5,6,4,28,6,2,0,1,78.91666667,41.95833333,40.16666667,8.791666667,62.08333333,29.92375,3.916666667,2016,2,26,2/26/2016,2016-02-26,0
786,7,6,5,23,2,0,5,2,79.34782609,34.52173913,21.30434783,6.130434783,191.9130435,29.94478261,4.347826087,2016,2,27,2/27/2016,2016-02-27,0
787,8,4,10,66,6,0,26,5,78.0,36.125,24.29166667,6.375,89.25,29.94,3.0,2016,2,28,2/28/2016,2016-02-28,0
788,7,3,1,22,11,0,3,1,76.47058824,36.41176471,26.58823529,5.529411765,181.6470588,29.94705882,4.647058824,2016,2,29,2/29/2016,2016-02-29,0
789,6,4,2,30,9,2,0,2,79.18181818,46.13636364,33.5,7.045454545,236.4545455,29.87363636,3.272727273,2016,3,1,3/1/2016,2016-03-01,0
790,3,10,5,21,15,2,1,0,80.95652174,51.52173913,39.65217391,7.434782609,237.8695652,29.84782609,1.608695652,2016,3,2,3/2/2016,2016-03-02,0
791,3,2,5,55,2,0,9,4,79.95833333,49.79166667,39.04166667,7.416666667,218.625,29.90541667,3.0,2016,3,3,3/3/2016,2016-03-03,0
792,5,0,4,27,3,0,0,0,78.91666667,51.95833333,41.125,8.125,239.2916667,29.85541667,2.416666667,2016,3,4,3/4/2016,2016-03-04,0
793,5,4,8,38,9,0,10,5,78.79166667,57.58333333,54.20833333,7.666666667,218.625,29.79875,2.791666667,2016,3,5,3/5/2016,2016-03-05,0
794,5,7,5,64,2,0,5,6,76.65217391,61.69565217,62.0,5.47826087,106.826087,29.83521739,3.826086957,2016,3,6,3/6/2016,2016-03-06,0
795,5,7,4,43,3,1,6,1,76.66666667,52.95833333,46.625,6.791666667,96.79166667,29.88291667,4.333333333,2016,3,7,3/7/2016,2016-03-07,0
796,4,6,1,33,7,0,2,3,76.13043478,52.7826087,46.47826087,5.565217391,202.7391304,29.84608696,4.913043478,2016,3,8,3/8/2016,2016-03-08,0
797,4,5,7,22,7,1,6,4,77.33333333,62.41666667,61.79166667,9.041666667,234.5416667,29.8225,2.875,2016,3,9,3/9/2016,2016-03-09,0
798,6,10,2,23,8,0,2,2,78.2173913,66.08695652,67.0,10.95652174,241.9130435,29.8373913,5.086956522,2016,3,10,3/10/2016,2016-03-10,0
799,3,4,6,22,8,0,18,1,77.91666667,62.70833333,60.95833333,12.58333333,226.1666667,29.82875,3.916666667,2016,3,11,3/11/2016,2016-03-11,0
800,3,6,1,41,3,0,23,1,78.18181818,60.95454545,58.18181818,12.18181818,245.5909091,29.77590909,2.090909091,2016,3,12,3/12/2016,2016-03-12,0
801,2,4,1,59,4,0,4,0,77.95833333,62.25,59.75,9.333333333,237.375,29.78,3.375,2016,3,13,3/13/2016,2016-03-13,0
802,4,3,10,36,12,0,23,1,77.86363636,62.40909091,61.40909091,7.863636364,209.9090909,29.84909091,3.681818182,2016,3,14,3/14/2016,2016-03-14,0
803,5,3,1,24,7,0,18,3,79.70833333,57.04166667,52.66666667,6.541666667,208.3333333,29.85916667,3.041666667,2016,3,15,3/15/2016,2016-03-15,0
804,5,13,6,37,16,0,4,4,79.125,63.45833333,60.16666667,7.75,227.0833333,29.82875,3.083333333,2016,3,16,3/16/2016,2016-03-16,0
805,5,4,5,60,10,0,8,5,80.54166667,67.95833333,66.375,13.625,228.9583333,29.76,3.583333333,2016,3,17,3/17/2016,2016-03-17,0
806,3,5,5,25,15,2,8,3,81.25,65.625,60.54166667,11.875,233.7083333,29.7525,1.625,2016,3,18,3/18/2016,2016-03-18,0
807,10,8,2,20,6,1,5,5,82.85,62.05,50.4,14.2,228.6,29.762,1.0,2016,3,19,3/19/2016,2016-03-19,0
808,7,9,2,42,1,0,15,5,80.95833333,60.45833333,47.70833333,8.75,238.375,28.55166667,1.0,2016,3,20,3/20/2016,2016-03-20,0
809,5,7,6,46,11,0,36,7,81.5,56.5,45.83333333,5.583333333,160.4583333,29.83708333,3.625,2016,3,21,3/21/2016,2016-03-21,0
810,2,0,5,42,12,2,4,2,82.16666667,51.75,40.58333333,8.458333333,167.0833333,29.83125,1.583333333,2016,3,22,3/22/2016,2016-03-22,0
811,4,3,6,24,22,1,0,3,81.625,58.66666667,49.5,7.625,233.5833333,29.7775,4.125,2016,3,23,3/23/2016,2016-03-23,1
812,6,2,3,32,4,0,8,2,84.0,57.375,44.54166667,8.916666667,246.75,29.81375,3.583333333,2016,3,24,3/24/2016,2016-03-24,1
813,7,7,4,43,8,0,3,3,82.29166667,61.20833333,49.875,8.041666667,196.125,29.86541667,3.708333333,2016,3,25,3/25/2016,2016-03-25,0
814,2,0,8,33,4,0,0,5,83.625,51.20833333,34.25,8.958333333,131.5,29.90875,1.666666667,2016,3,26,3/26/2016,2016-03-26,0
815,7,4,14,64,11,1,1,4,81.875,52.875,41.16666667,6.625,213.9166667,29.87833333,1.791666667,2016,3,27,3/27/2016,2016-03-27,0
816,3,1,1,24,20,0,4,5,82.375,51.58333333,42.04166667,8.166666667,244.875,29.84958333,1.625,2016,3,28,3/28/2016,2016-03-28,0
817,5,1,3,36,4,0,12,1,79.41666667,60.41666667,53.66666667,9.166666667,243.875,29.83333333,1.0,2016,3,29,3/29/2016,2016-03-29,0
818,6,2,7,22,3,0,12,5,80.25,67.91666667,67.04166667,10.83333333,237.5,29.8075,3.541666667,2016,3,30,3/30/2016,2016-03-30,0
819,2,9,2,31,1,0,5,5,81.54166667,69.5,67.83333333,10.75,243.0416667,29.77125,3.166666667,2016,3,31,3/31/2016,2016-03-31,0
820,6,2,2,51,4,0,16,10,82.56521739,69.13043478,65.13043478,8.869565217,237.0,29.70304348,2.304347826,2016,4,1,4/1/2016,2016-04-01,0
821,3,1,7,32,4,0,19,7,83.34782609,68.52173913,63.26086957,10.08695652,236.0434783,29.73304348,5.695652174,2016,4,2,4/2/2016,2016-04-02,0
822,9,6,5,74,5,0,6,11,81.56521739,64.52173913,56.82608696,16.26086957,226.173913,29.77869565,3.869565217,2016,4,3,4/3/2016,2016-04-03,0
823,7,5,5,21,3,1,11,2,79.66666667,63.79166667,59.20833333,9.75,249.6666667,29.765,1.25,2016,4,4,4/4/2016,2016-04-04,0
824,6,5,4,40,5,1,11,12,78.83333333,63.125,59.125,11.33333333,240.25,29.725,3.458333333,2016,4,5,4/5/2016,2016-04-05,0
825,6,5,2,15,7,0,6,3,79.45833333,61.20833333,54.25,10.375,242.0833333,29.76,1.0,2016,4,6,4/6/2016,2016-04-06,0
826,6,5,4,21,7,2,4,8,80.45833333,62.58333333,56.625,9.791666667,242.9583333,29.7625,2.583333333,2016,4,7,4/7/2016,2016-04-07,0
827,7,3,5,42,2,1,3,4,80.95833333,63.58333333,59.04166667,9.666666667,239.2916667,29.76375,1.375,2016,4,8,4/8/2016,2016-04-08,0
828,9,8,3,38,7,0,14,3,83.95833333,64.875,56.08333333,8.5,252.4166667,29.7825,4.041666667,2016,4,9,4/9/2016,2016-04-09,0
829,5,7,5,21,4,1,11,8,83.33333333,65.20833333,56.16666667,13.375,253.375,29.83916667,2.666666667,2016,4,10,4/10/2016,2016-04-10,0
830,0,4,3,26,11,2,17,6,83.56521739,65.04347826,56.2173913,9.52173913,245.826087,29.82565217,2.47826087,2016,4,11,4/11/2016,2016-04-11,0
831,2,1,3,23,17,1,2,1,82.0,65.5625,60.0,7.0625,239.125,29.7875,4.0625,2016,4,12,4/12/2016,2016-04-12,0
832,3,3,2,21,20,0,2,2,87.90909091,66.18181818,53.09090909,11.36363636,245.6363636,29.69272727,1.0,2016,4,13,4/13/2016,2016-04-13,0
833,2,2,9,45,9,0,4,6,83.875,71.25,66.83333333,12.125,239.2916667,29.66375,1.875,2016,4,14,4/14/2016,2016-04-14,0
834,4,2,2,24,6,0,10,4,84.52173913,71.0,65.34782609,12.73913043,243.9130435,29.67565217,4.347826087,2016,4,15,4/15/2016,2016-04-15,0
835,5,6,5,33,11,0,8,8,83.79166667,71.625,67.54166667,11.16666667,231.75,29.62125,3.416666667,2016,4,16,4/16/2016,2016-04-16,0
836,2,8,3,42,0,0,7,6,85.95238095,54.66666667,37.33333333,15.14285714,238.047619,29.60714286,8.857142857,2016,4,17,4/17/2016,2016-04-17,0
837,3,2,5,22,15,3,7,7,80.875,63.66666667,56.375,10.54166667,239.2916667,29.67625,3.041666667,2016,4,18,4/18/2016,2016-04-18,0
838,3,1,8,24,7,0,6,4,82.82608696,62.82608696,53.34782609,10.2173913,248.6521739,29.70173913,3.782608696,2016,4,19,4/19/2016,2016-04-19,0
839,2,3,2,17,11,5,15,3,82.79166667,64.5,56.375,9.791666667,250.375,29.78,1.0,2016,4,20,4/20/2016,2016-04-20,0
840,3,3,2,22,6,0,0,2,82.45833333,66.58333333,60.625,10.54166667,239.2916667,29.7025,1.0,2016,4,21,4/21/2016,2016-04-21,0
841,6,5,4,22,4,0,6,1,86.08333333,64.66666667,52.16666667,14.04166667,242.0833333,29.6375,3.041666667,2016,4,22,4/22/2016,2016-04-22,0
842,14,3,8,33,8,0,0,4,86.04166667,62.25,51.58333333,8.916666667,240.2916667,29.61625,1.0,2016,4,23,4/23/2016,2016-04-23,1
843,1,6,6,37,3,0,6,5,86.04347826,60.17391304,45.52173913,8.869565217,231.2173913,29.56869565,1.52173913,2016,4,24,4/24/2016,2016-04-24,0
844,6,1,7,21,20,1,3,2,83.875,68.83333333,62.33333333,8.708333333,215.9583333,29.61125,2.291666667,2016,4,25,4/25/2016,2016-04-25,0
845,5,4,7,27,19,0,7,2,87.16666667,62.33333333,48.75,9.75,233.625,29.71,1.0,2016,4,26,4/26/2016,2016-04-26,0
846,4,5,7,34,24,0,1,1,86.84210526,65.84210526,52.78947368,11.26315789,257.1578947,29.71684211,1.368421053,2016,4,27,4/27/2016,2016-04-27,0
847,4,6,6,28,18,0,12,12,86.375,69.375,58.625,8.25,234.5833333,29.67125,1.0,2016,4,28,4/28/2016,2016-04-28,0
848,6,3,2,37,15,0,1,3,85.73913043,72.04347826,65.47826087,7.782608696,216.3913043,29.65869565,1.130434783,2016,4,29,4/29/2016,2016-04-29,0
849,6,3,6,26,4,0,0,2,85.47058824,71.64705882,65.58823529,7.882352941,227.9411765,29.66882353,1.529411765,2016,4,30,4/30/2016,2016-04-30,0
850,0,0,0,0,0,0,0,0,87.86956522,69.91304348,56.86956522,12.08695652,235.0434783,29.62869565,2.347826087,2016,5,1,5/1/2016,2016-05-01,1
851,4,0,1,39,7,0,5,2,87.91666667,68.16666667,53.54166667,10.70833333,228.0416667,29.61,1.875,2016,5,2,5/2/2016,2016-05-02,0
852,4,6,3,20,3,0,0,2,85.17391304,70.0,61.17391304,11.26086957,225.3043478,29.62869565,1.0,2016,5,3,5/3/2016,2016-05-03,0
853,6,2,4,30,4,0,1,2,86.0,69.04761905,58.66666667,10.85714286,231.7142857,29.62571429,2.047619048,2016,5,4,5/4/2016,2016-05-04,0
854,4,3,6,41,16,3,1,2,85.16666667,68.66666667,58.125,8.5,236.4583333,29.68875,1.916666667,2016,5,5,5/5/2016,2016-05-05,0
855,4,3,1,34,7,0,1,3,86.45833333,70.0,60.20833333,10.25,250.4583333,29.69,1.375,2016,5,6,5/6/2016,2016-05-06,0
856,4,9,4,47,5,1,0,10,84.16666667,73.08333333,64.625,11.04166667,251.375,29.64875,3.041666667,2016,5,7,5/7/2016,2016-05-07,1
857,4,10,1,36,12,0,0,10,85.90909091,73.22727273,66.22727273,10.22727273,229.3636364,29.66681818,3.863636364,2016,5,8,5/8/2016,2016-05-08,0
858,5,6,5,29,3,0,2,5,86.20833333,74.41666667,68.70833333,10.20833333,221.4166667,29.63625,3.458333333,2016,5,9,5/9/2016,2016-05-09,0
859,7,3,7,28,4,0,2,3,86.82608696,73.82608696,66.47826087,10.60869565,219.3043478,29.64304348,4.086956522,2016,5,10,5/10/2016,2016-05-10,0
860,5,4,1,21,11,0,1,2,86.45454545,74.72727273,69.04545455,11.31818182,240.5454545,29.65590909,2.818181818,2016,5,11,5/11/2016,2016-05-11,0
861,1,0,6,18,4,1,2,0,87.16666667,73.61111111,65.27777778,11.27777778,236.5,29.61833333,2.333333333,2016,5,12,5/12/2016,2016-05-12,0
862,2,1,1,23,7,0,0,5,88.5,73.66666667,62.83333333,10.88888889,232.6666667,29.59666667,1.333333333,2016,5,13,5/13/2016,2016-05-13,0
863,5,3,6,31,13,0,21,1,87.54166667,74.58333333,66.5,11.70833333,234.625,29.62375,1.666666667,2016,5,14,5/14/2016,2016-05-14,0
864,5,8,1,44,6,0,5,4,87.29166667,74.875,67.54166667,9.916666667,232.7083333,29.6375,2.625,2016,5,15,5/15/2016,2016-05-15,0
865,5,3,2,24,17,0,2,3,88.7826087,73.69565217,63.39130435,11.13043478,238.9565217,29.58434783,2.130434783,2016,5,16,5/16/2016,2016-05-16,0
866,4,2,7,37,4,0,1,3,90.08695652,74.43478261,62.13043478,10.30434783,244.826087,29.51391304,1.782608696,2016,5,17,5/17/2016,2016-05-17,0
867,4,5,5,35,7,0,1,5,91.20833333,71.95833333,55.04166667,10.20833333,239.3333333,29.47125,1.0,2016,5,18,5/18/2016,2016-05-18,0
868,6,5,2,30,10,0,16,3,90.5,74.625,60.33333333,10.625,231.75,29.42875,1.0,2016,5,19,5/19/2016,2016-05-19,0
869,2,1,3,11,10,2,4,5,89.0952381,77.28571429,68.95238095,12.52380952,230.6190476,22.41952381,2.0,2016,5,20,5/20/2016,2016-05-20,0
870,2,5,5,42,3,0,17,5,87.95833333,77.75,71.95833333,16.375,224.2916667,29.455,4.791666667,2016,5,21,5/21/2016,2016-05-21,0
871,4,4,9,55,6,1,0,10,89.29166667,75.83333333,65.625,15.125,233.625,29.4825,8.083333333,2016,5,22,5/22/2016,2016-05-22,0
872,5,2,5,54,19,0,7,4,88.45833333,75.375,65.95833333,15.79166667,239.25,29.5425,3.791666667,2016,5,23,5/23/2016,2016-05-23,0
873,12,3,4,32,3,0,3,2,87.58333333,74.58333333,66.04166667,15.95833333,227.0833333,29.5525,3.916666667,2016,5,24,5/24/2016,2016-05-24,0
874,6,1,6,25,16,1,0,1,83.0,70.59090909,62.59090909,14.68181818,235.4090909,26.85181818,4.318181818,2016,5,25,5/25/2016,2016-05-25,0
875,4,4,5,24,16,1,0,8,87.59090909,73.31818182,63.27272727,16.72727273,232.4090909,29.54954545,4.545454545,2016,5,26,5/26/2016,2016-05-26,0
876,5,2,5,17,14,7,2,6,87.69565217,72.56521739,61.60869565,13.43478261,233.0869565,29.6,3.913043478,2016,5,27,5/27/2016,2016-05-27,0
877,12,0,3,43,4,0,4,9,87.0,74.34782609,66.82608696,15.30434783,231.0,29.58304348,4.826086957,2016,5,28,5/28/2016,2016-05-28,0
878,6,4,6,28,2,1,5,8,87.0,74.56521739,67.30434783,16.13043478,238.9565217,29.53086957,5.434782609,2016,5,29,5/29/2016,2016-05-29,0
879,3,3,4,29,3,0,7,8,86.95833333,75.16666667,68.54166667,15.0,236.5,29.5,4.083333333,2016,5,30,5/30/2016,2016-05-30,0
880,6,2,3,14,3,0,8,2,87.2173913,74.95652174,67.56521739,15.73913043,237.0434783,29.57,5.086956522,2016,5,31,5/31/2016,2016-05-31,0
881,8,0,2,17,8,0,5,4,88.23809524,74.23809524,64.04761905,12.61904762,226.0952381,29.60571429,4.238095238,2016,6,1,6/1/2016,2016-06-01,0
882,2,6,1,21,18,3,4,1,87.875,73.66666667,63.58333333,12.08333333,235.5,29.59625,3.5,2016,6,2,6/2/2016,2016-06-02,0
883,7,3,4,18,8,0,1,7,87.375,72.33333333,62.08333333,10.58333333,225.25,29.6225,2.708333333,2016,6,3,6/3/2016,2016-06-03,0
884,3,3,3,21,2,0,0,4,88.75,70.04166667,57.04166667,11.54166667,258.9166667,29.63375,1.0,2016,6,4,6/4/2016,2016-06-04,0
885,10,3,4,23,5,0,3,4,89.95652174,67.30434783,51.60869565,13.26086957,250.6521739,29.61173913,1.0,2016,6,5,6/5/2016,2016-06-05,0
886,5,3,3,26,5,0,6,6,89.04166667,71.0,57.79166667,14.91666667,250.5416667,29.56625,1.208333333,2016,6,6,6/6/2016,2016-06-06,0
887,6,3,4,28,13,0,10,3,89.34782609,74.2173913,63.17391304,14.56521739,241.7826087,29.53217391,2.565217391,2016,6,7,6/7/2016,2016-06-07,0
888,8,1,5,45,10,0,5,6,88.5,75.95833333,67.58333333,15.16666667,235.5416667,29.47,4.5,2016,6,8,6/8/2016,2016-06-08,0
889,8,4,2,21,7,0,1,4,89.18181818,77.0,67.90909091,13.59090909,232.3636364,29.435,8.090909091,2016,6,9,6/9/2016,2016-06-09,0
890,4,3,4,16,10,2,0,2,88.1,75.7,67.15,18.15,255.6,27.9925,6.0,2016,6,10,6/10/2016,2016-06-10,0
891,10,3,2,35,4,1,10,8,88.08333333,75.33333333,66.41666667,18.25,245.875,28.25041667,8.75,2016,6,11,6/11/2016,2016-06-11,0
892,8,6,3,47,8,0,4,6,88.0,74.75,65.66666667,17.08333333,238.375,29.4925,5.125,2016,6,12,6/12/2016,2016-06-12,0
893,5,4,1,15,7,0,1,2,87.81818182,76.36363636,69.09090909,13.86363636,224.2272727,29.48681818,5.681818182,2016,6,13,6/13/2016,2016-06-13,0
894,2,6,6,17,17,1,2,3,87.33333333,74.5,66.29166667,15.5,233.5833333,29.455,4.541666667,2016,6,14,6/14/2016,2016-06-14,0
895,2,5,5,17,12,1,1,4,87.31578947,74.42105263,66.10526316,14.21052632,237.0526316,23.19789474,5.894736842,2016,6,15,6/15/2016,2016-06-15,0
896,4,0,1,21,4,0,22,3,88.79166667,71.125,56.66666667,14.79166667,237.4583333,23.28458333,8.5,2016,6,16,6/16/2016,2016-06-16,0
897,3,3,3,20,8,0,4,4,87.26086957,72.91304348,63.08695652,18.65217391,249.6521739,29.48913043,4.217391304,2016,6,17,6/17/2016,2016-06-17,0
898,2,4,6,37,1,0,5,4,86.83333333,71.41666667,61.58333333,16.5,246.875,29.535,3.5,2016,6,18,6/18/2016,2016-06-18,0
899,6,5,3,40,1,0,7,15,87.5,71.40909091,60.04545455,16.77272727,259.9090909,29.52772727,2.590909091,2016,6,19,6/19/2016,2016-06-19,0
900,7,3,6,22,5,0,8,6,87.375,74.25,66.20833333,15.95833333,251.3333333,29.45375,4.291666667,2016,6,20,6/20/2016,2016-06-20,0
901,7,5,9,23,15,0,7,5,86.75,74.75,67.91666667,15.79166667,248.5416667,28.19916667,4.958333333,2016,6,21,6/21/2016,2016-06-21,0
902,2,6,2,42,6,0,2,2,87.30434783,75.69565217,69.0,14.08695652,226.2608696,29.48130435,4.695652174,2016,6,22,6/22/2016,2016-06-22,0
903,3,0,2,19,5,0,1,3,87.625,74.08333333,64.91666667,9.791666667,219.5833333,29.5025,2.916666667,2016,6,23,6/23/2016,2016-06-23,0
904,6,2,3,19,15,0,1,2,89.5,71.08333333,56.70833333,8.875,237.375,29.46125,1.375,2016,6,24,6/24/2016,2016-06-24,0
905,5,4,8,20,5,0,1,4,90.58333333,73.125,57.58333333,9.875,242.9583333,29.46875,2.416666667,2016,6,25,6/25/2016,2016-06-25,0
906,3,3,2,17,20,0,2,3,93.95833333,71.58333333,50.91666667,8.666666667,171.75,29.43,3.666666667,2016,6,26,6/26/2016,2016-06-26,0
907,6,3,5,24,9,0,9,2,90.66666667,73.79166667,58.79166667,8.625,124.875,25.72458333,3.583333333,2016,6,27,6/27/2016,2016-06-27,0
908,1,1,2,24,20,5,2,7,88.20833333,74.75,66.5,8.291666667,140.875,29.4425,7.541666667,2016,6,28,6/28/2016,2016-06-28,0
909,7,7,6,22,13,7,1,2,85.25,78.16666667,79.41666667,6.208333333,147.375,29.48125,7.666666667,2016,6,29,6/29/2016,2016-06-29,0
910,3,1,3,7,6,0,0,1,88.09090909,78.63636364,74.18181818,5.363636364,142.2727273,29.43363636,10.68181818,2016,6,30,6/30/2016,2016-06-30,0
911,4,1,6,23,1,0,20,7,91.1,76.9,64.5,9.4,244.2,29.3615,4.35,2016,7,1,7/1/2016,2016-07-01,0
912,5,4,6,25,9,0,2,3,89.5,77.5,68.0,15.58333333,231.7916667,29.32375,4.416666667,2016,7,2,7/2/2016,2016-07-02,0
913,6,4,5,19,4,0,11,5,89.39130435,74.60869565,62.47826087,12.60869565,218.3913043,29.36869565,5.086956522,2016,7,3,7/3/2016,2016-07-03,0
914,8,5,1,14,8,3,7,6,88.625,74.70833333,64.08333333,11.375,223.4166667,29.42125,5.083333333,2016,7,4,7/4/2016,2016-07-04,0
915,5,3,2,19,10,0,0,3,88.13043478,73.82608696,63.0,16.2173913,231.0,29.40956522,6.260869565,2016,7,5,7/5/2016,2016-07-05,1
916,9,5,5,30,5,0,8,4,87.20833333,74.08333333,65.625,14.95833333,236.5,29.40125,5.875,2016,7,6,7/6/2016,2016-07-06,1
917,7,5,1,21,11,1,0,2,84.52173913,77.17391304,78.13043478,16.39130435,232.0869565,29.42652174,7.956521739,2016,7,7,7/7/2016,2016-07-07,1
918,1,6,9,28,12,1,0,4,84.83333333,76.91666667,76.75,12.91666667,225.0416667,29.42625,9.916666667,2016,7,8,7/8/2016,2016-07-08,1
919,3,6,4,11,12,0,0,2,85.0,77.75,78.375,12.125,231.75,29.35416667,11.45833333,2016,7,9,7/9/2016,2016-07-09,1
920,2,5,4,21,6,0,0,3,85.11111111,78.33333333,79.72222222,10.11111111,226.3888889,29.36555556,8.277777778,2016,7,10,7/10/2016,2016-07-10,1
